headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
"Better than nothing: Pawar over excise duty cut on petrol, diesel","After the government reduced the excise duty on petrol and diesel, NCP chief Sharad Pawar said, ""It is better than nothing."" Notably, PM Narendra Modi-led government on Saturday cut excise duty on petrol and diesel by ₹8 and ₹6 per litre, respectively. This will reduce the price of petrol by ₹9.5 per litre and of diesel by ₹7 per litre.",2022-05-21,Dharini Mudgal,https://twitter.com/ANI/status/1528032192151973888?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653152101350_376.jpg?,https://inshorts.com/en/news/better-than-nothing-pawar-over-excise-duty-cut-on-petrol-diesel-1653154898141,Twitter,Saturday
Opposition-ruled states should also reduce fuel rates: BJP's Nadda,"After the government reduced the excise duty on petrol and diesel, BJP chief JP Nadda said that Opposition should also reduce fuel rates in the states governed by them so that the common people can get some relief amid inflation. The excise duty cut will reduce the petrol and diesel prices by ₹9.5 per litre and ₹7 per litre, respectively.",2022-05-21,Dharini Mudgal,https://www.freepressjournal.in/amp/india/opposition-ruled-states-should-also-reduce-petrol-and-diesel-rates-demands-bjp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653154137820_151.jpg?,https://inshorts.com/en/news/oppositionruled-states-should-also-reduce-fuel-rates-bjps-nadda-1653154633604,Free Press Journal,Saturday
Ford's internet-linked cars face nationwide sales ban in Germany,"A German court has put a nationwide sales and production ban on Ford cars that are able to establish an internet connection, in a case over violation of wireless technology patents. The verdict is not legally binding and can still be appealed. The plaintiff, Japan's IP Bridge, needs to make a $240-million security payment for it to become ""provisionally enforceable"".",2022-05-21,Aishwarya Awasthi,https://www.reuters.com/business/autos-transportation/court-puts-sales-ban-fords-internet-linked-cars-germany-patent-dispute-2022-05-20/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653130136743_645.jpg?,https://inshorts.com/en/news/fords-internetlinked-cars-face-nationwide-sales-ban-in-germany-1653131827658,Reuters,Saturday
Expecting RBI to lift curbs in 3 to 5 months: Paytm Payments Bank,"Paytm Payments Bank expects the RBI to lift the curbs it put on the company in the next three to five months, Paytm's Group CFO Madhur Deora told Reuters. In March, RBI ordered a comprehensive audit of the bank's IT systems and barred it from taking on new customers citing ""material"" supervisory concerns. The bank is assisting RBI, Reuters reported.",2022-05-22,Ananya Goyal,https://www.reuters.com/markets/asia/paytm-payments-bank-expects-central-bank-curbs-be-lifted-three-five-months-2022-05-22/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653228033397_386.jpg?,https://inshorts.com/en/news/expecting-rbi-to-lift-curbs-in-3-to-5-months-paytm-payments-bank-1653231866442,Reuters,Sunday
"FPIs remain net sellers, withdraw ₹35,137 crore between May 2-20","Foreign portfolio investors (FPIs) withdrew net ₹35,137 crore during May 2-20, data with depositories showed. After turning net investors for the first time in six months between April 1-8, FPIs turned net sellers again during April 11-13 week and have remained negative since then. The net outflow of FPIs from equities has reached ₹1.63 lakh crore so far in 2022.",2022-05-22,Ananya Goyal,https://www.freepressjournal.in/amp/business/fpis-dump-indian-equities-worth-over-rs-35000-cr-in-may-so-far?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653221441796_330.jpg?,https://inshorts.com/en/news/fpis-remain-net-sellers-withdraw-₹35137-crore-between-may-220-1653226741780,Free Press Journal,Sunday
Will consider further cut: K'taka CM after Centre reduces fuel prices,"Karnataka CM Basavaraj Bommai on Sunday said the state government ""will consider"" further cut in fuel tax. His statement comes after the Centre on Saturday announced a ₹8 per litre cut in excise duty on petrol and ₹6 per litre on diesel. ""I thank honourable PM Narendra Modi...This is a pro-people decision,"" Bommai had tweeted following the announcement.",2022-05-22,Ananya Goyal,https://www.moneycontrol.com/news/business/economy/we-will-consider-karnataka-cm-on-further-cut-in-fuel-tax-8552941.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653213172078_652.jpg?,https://inshorts.com/en/news/will-consider-further-cut-ktaka-cm-after-centre-reduces-fuel-prices-1653216867459,Moneycontrol,Sunday
NCLAT rejects Hinduja Leyland Finance's insolvency plea against Fly Express,"The National Company Law Appellate Tribunal (NCLAT) has dismissed the plea of Hinduja Leyland Finance Ltd to initiate insolvency proceedings against its creditor Fly Express Logistics. This comes after the National Company Law Tribunal (NCLT) rejected the plea in April, saying the date of default, December 24, 2022, falls within prohibition period mentioned in the Insolvency & Bankruptcy Code.",2022-05-22,Ananya Goyal,https://www.financialexpress.com/industry/nclat-dismisses-hinduja-leyland-finance-plea-for-insolvency-proceedings-against-fly-express/2533565/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653211100421_491.jpg?,https://inshorts.com/en/news/nclat-rejects-hinduja-leyland-finances-insolvency-plea-against-fly-express-1653213979586,Financial Express,Sunday
No support from govt needed this fiscal: Punjab & Sind Bank MD,"Punjab & Sind Bank is sufficiently capitalised to meet expected credit growth in the current fiscal year and may not need support from the government, MD and CEO S Krishnan said. He added that the bank's capital adequacy ratio improved to 18.54% in March 2022 from 17.06% in March 2021. During FY22, the government infused ₹4,600 crore in the bank.",2022-05-22,Ananya Goyal,https://www.financialexpress.com/industry/banking-finance/no-capital-support-from-govt-needed-this-year-says-punjab-sind-bank-md/2533629/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653225574407_359.jpg?,https://inshorts.com/en/news/no-support-from-govt-needed-this-fiscal-punjab-sind-bank-md-1653230077021,Financial Express,Sunday
"Delhi govt raises DA for labourers, claims highest minimum wages in India","Delhi government on Friday raised the dearness allowance (DA) for labourers amid rising inflation. With this, the monthly wages for unskilled labourers have been raised from ₹16,064 to ₹16,506 and semi-skilled labourers' wages have been increased from ₹17,693 to ₹18,187 per month. ""Minimum wages in Delhi are highest in comparison to any other state,"" Deputy Chief Minister Manish Sisodia claimed.",2022-05-20,Hiral Goyal,https://www.aninews.in/news/national/general-news/delhi-govt-raises-minimum-wages-of-labourers-hiked-wages-to-be-applicable-from-april-120220520192110/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653058752024_365.jpg?,https://inshorts.com/en/news/delhi-govt-raises-da-for-labourers-claims-highest-minimum-wages-in-india-1653059853669,ANI,Friday
India's annual FDI inflow hits all-time high of $83.57 billion in 2021-22,"India's annual FDI (foreign direct investment) inflow hit an all-time high of $83.57 billion in the financial year 2021-22, the Ministry of Commerce & Industry said on Friday. The Ministry said that the highest-ever annual FDI inflow has been recorded despite military operation in Ukraine and COVID-19 pandemic. In 2020-21, the FDI inflow in India stood at $81.97 billion.",2022-05-20,Hiral Goyal,https://www.pib.gov.in/PressReleseDetail.aspx?utm_campaign=fullarticle&utm_medium=referral&PRID=1826946&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653049019456_975.jpg?,https://inshorts.com/en/news/indias-annual-fdi-inflow-hits-alltime-high-of-$8357-billion-in-202122-1653052092260,PIB,Friday
"CBI raids brokers in Delhi, Mumbai & other cities in NSE co-location scam case","The CBI on Saturday carried out a coordinated search operation at over 10 locations in multiple cities in connection with the NSE co-location scam case. The searches will cover brokers at more than 12 premises in Mumbai, Delhi and Kolkata, among others. Notably, CBI has filed a chargesheet against former NSE CEO and MD Chitra Ramkrishna in the case.",2022-05-21,Ridham Gambhir,https://www.hindustantimes.com/india-news/in-nse-fraud-case-cbi-searches-in-delhi-mumbai-several-other-cities-101653113927428-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653115901661_321.jpg?,https://inshorts.com/en/news/cbi-raids-brokers-in-delhi-mumbai-other-cities-in-nse-colocation-scam-case-1653117034892,Hindustan Times,Saturday
Jet Airways gets DGCA nod to resume flight operations after 3 years,"The Directorate General of Civil Aviation (DGCA) has granted the air operator's certificate (AOC) to Jet Airways, allowing the grounded carrier to resume commercial flight operations after three years. The airline successfully conducted all its proving flights, reportedly with DGCA officials onboard, this week. Earlier, the Ministry of Home Affairs had granted security clearance to Jet Airways.",2022-05-20,Hiral Goyal,https://twitter.com/ETNOWlive/status/1527627635719028736?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653050374970_857.jpg?,https://inshorts.com/en/news/jet-airways-gets-dgca-nod-to-resume-flight-operations-after-3-years-1653051032913,Twitter,Friday
Tesla building hardcore litigation dept: Musk after sexual harassment claims,"Tesla CEO Elon Musk tweeted that Tesla is building a ""hardcore litigation department"", a day after a report accused him of sexually harassing a flight attendant in 2016. He added that while the team will directly report to him, listing his commitments he wrote, ""We'll never seek victory in a just case against us, even if we will probably win.""",2022-05-21,Ridham Gambhir,https://twitter.com/elonmusk/status/1527748229470646272?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653102755857_146.jpg?,https://inshorts.com/en/news/tesla-building-hardcore-litigation-dept-musk-after-sexual-harassment-claims-1653103988331,Twitter,Saturday
₹7.4 crore stolen from payment gateway Razorpay using 'failed transactions',"Hackers and fraudsters have stolen ₹7.38 crore by tampering with the authorisation process of 831 transactions on the payment gateway Razorpay, the company said in a police complaint. The company conducted an internal investigation after its authorisation and authentication partner Fiserv said the transactions had failed. The transactions had taken place from March 6 to May 13 this year.",2022-05-20,Sakshita Khosla,https://www.hindustantimes.com/india-news/hackers-fraudsters-steal-rs-7-38-crore-from-payment-gateway-firm-razorpay-101653052101688-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653065373970_171.jpg?,https://inshorts.com/en/news/₹74-crore-stolen-from-payment-gateway-razorpay-using-failed-transactions-1653066347202,Hindustan Times,Friday
"Brazil's Bolsonaro meets Elon Musk, calls his $44 bn Twitter bid a 'breath of hope'","Brazilian President Jair Bolsonaro met the world's richest person and Tesla CEO Elon Musk in Brazil on Friday. Bolsonaro hailed Musk's $44 billion bid to acquire Twitter and said, ""For us here it was like a breath of hope."" They also talked about connectivity, investments, innovation and the use of technology to reinforce protection of the Amazon rainforest, Bolsonaro tweeted.",2022-05-20,Hiral Goyal,https://www.reuters.com/world/americas/elon-musk-visit-brazil-talks-with-bolsonaro-government-official-says-2022-05-20/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653064361809_547.jpg?,https://inshorts.com/en/news/brazils-bolsonaro-meets-elon-musk-calls-his-$44-bn-twitter-bid-a-breath-of-hope-1653067469735,Reuters,Friday
Sexual harassment story meant to interfere with Twitter acquisition: Musk,"After a report claimed Tesla CEO Elon Musk allegedly sexually harassed a flight attendant employed by SpaceX in 2016, he said that the story was meant to ""interfere with the Twitter acquisition"". Responding to a follower who asked if he responded to the writers of the story, Musk replied, ""The story was written before they even talked to me.""",2022-05-20,Ridham Gambhir,https://twitter.com/elonmusk/status/1527519328245059592?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653045078131_898.jpg?,https://inshorts.com/en/news/sexual-harassment-story-meant-to-interfere-with-twitter-acquisition-musk-1653046805631,Twitter,Friday
